
--- Page 1 ---
Text: Report                         | x: N/A | y: 29.55200000000002
Text: Wait                           | x: N/A | y: 267.052
Text: Cap:999                        | x: N/A | y: 267.052
Text: Class                          | x: N/A | y: 267.052
Text: Wait                           | x: N/A | y: 267.052
Text: Tot:0                          | x: N/A | y: 267.052
Text: Class                          | x: N/A | y: 267.052
Text: Min                            | x: N/A | y: 267.052
Text: Enrl:0                         | x: N/A | y: 267.052
Text: GR1                            | x: N/A | y: 286.052
Text: Reserve                        | x: N/A | y: 295.552
Text: Capacity:                      | x: N/A | y: 295.552
Text: 28-JUN-2021                    | x: N/A | y: 295.552
Text: UG                             | x: N/A | y: 295.552
Text: Music                          | x: N/A | y: 295.552
Text: Majors                         | x: N/A | y: 295.552
Text: Reserve                        | x: N/A | y: 295.552
Text: Enrl                           | x: N/A | y: 295.552
Text: Cap:                           | x: N/A | y: 295.552
Text: 11                             | x: N/A | y: 295.552
Text: Reserve                        | x: N/A | y: 295.552
Text: Enrl                           | x: N/A | y: 295.552
Text: Tot:                           | x: N/A | y: 295.552
Text: 0                              | x: N/A | y: 295.552
Text: 14-DEC-2021                    | x: N/A | y: 305.052
Text: UG                             | x: N/A | y: 305.052
Text: Music                          | x: N/A | y: 305.052
Text: Majors                         | x: N/A | y: 305.052
Text: 0                              | x: N/A | y: 305.052
Text: 0                              | x: N/A | y: 305.052
Text: Applied                        | x: N/A | y: 324.052
Text: Fee                            | x: N/A | y: 324.052
Text: Group                          | x: N/A | y: 324.052
Text: Lessons                        | x: N/A | y: 324.052
Text: $                              | x: N/A | y: 324.052
Text: 425.00.                        | x: N/A | y: 324.052
Text: This                           | x: N/A | y: 324.052
Text: fee                            | x: N/A | y: 324.052
Text: is                             | x: N/A | y: 324.052
Text: non-refundable                 | x: N/A | y: 324.052
Text: after                          | x: N/A | y: 324.052
Text: the                            | x: N/A | y: 324.052
Text: initial                        | x: N/A | y: 324.052
Text: lesson.                        | x: N/A | y: 324.052
Text: ____________________________________________________________________________________ | x: N/A | y: 333.552
Text: ________________________________________________________________________ | x: N/A | y: 333.552
Text: MUSC                           | x: N/A | y: 343.052
Text: 111                            | x: N/A | y: 343.052
Text: 002                            | x: N/A | y: 343.052
Text: 10148                          | x: N/A | y: 343.052
Text: GROUPS                         | x: N/A | y: 343.052
Text: LESSONS                        | x: N/A | y: 343.052
Text: IN                             | x: N/A | y: 343.052
Text: VOICE                          | x: N/A | y: 343.052
Text: Lecture                        | x: N/A | y: 343.052
Text: 1                              | x: N/A | y: 343.052
Text: A                              | x: N/A | y: 343.052
Text: (In                            | x: N/A | y: 352.552
Text: Person                         | x: N/A | y: 352.552
Text: On                             | x: N/A | y: 352.552
Text: Campus                         | x: N/A | y: 352.552
Text: Learners)                      | x: N/A | y: 352.552
Text: Bldg:                          | x: N/A | y: 362.052
Text: Kenan                          | x: N/A | y: 362.052
Text: Music                          | x: N/A | y: 362.052
Text: BuildinRgoom:                  | x: N/A | y: 362.052
Text: 2030                           | x: N/A | y: 362.052
Text: Days:                          | x: N/A | y: 362.052
Text: Tu                             | x: N/A | y: 362.052
Text: Time:                          | x: N/A | y: 362.052
Text: 14:00                          | x: N/A | y: 362.052
Text: -                              | x: N/A | y: 362.052
Text: 15:30                          | x: N/A | y: 362.052
Text: INST                           | x: N/A | y: 371.552
Text: 100                            | x: N/A | y: 371.552
Text: Instructor:                    | x: N/A | y: 371.552
Text: ZWICKER,MELISSA                | x: N/A | y: 371.552
Text: BETH                           | x: N/A | y: 371.552
Text: Class                          | x: N/A | y: 390.552
Text: Enrl                           | x: N/A | y: 390.552
Text: Cap:12                         | x: N/A | y: 390.552
Text: Class                          | x: N/A | y: 390.552
Text: Enrl                           | x: N/A | y: 390.552
Text: Tot:9                          | x: N/A | y: 390.552
Text: Class                          | x: N/A | y: 390.552
Text: Wait                           | x: N/A | y: 390.552
Text: Cap:999                        | x: N/A | y: 390.552
Text: Class                          | x: N/A | y: 390.552
Text: Wait                           | x: N/A | y: 390.552
Text: Tot:0                          | x: N/A | y: 390.552
Text: Class                          | x: N/A | y: 390.552
Text: Min                            | x: N/A | y: 390.552
Text: Enrl:0                         | x: N/A | y: 390.552
Text: GR1                            | x: N/A | y: 409.552
Text: Prerequisite                   | x: N/A | y: 428.552
Text: of                             | x: N/A | y: 428.552
Text: 111.001                        | x: N/A | y: 428.552
Text: or                             | x: N/A | y: 428.552
Text: you                            | x: N/A | y: 428.552
Text: can                            | x: N/A | y: 428.552
Text: enroll                         | x: N/A | y: 428.552
Text: by                             | x: N/A | y: 428.552
Text: audition/permission            | x: N/A | y: 428.552
Text: of                             | x: N/A | y: 428.552
Text: instructor.                    | x: N/A | y: 428.552
Text: This                           | x: N/A | y: 438.052
Text: course                         | x: N/A | y: 438.052
Text: has                            | x: N/A | y: 438.052
Text: prerequisite                   | x: N/A | y: 438.052
Text: requirements.                  | x: N/A | y: 438.052
Text: Applied                        | x: N/A | y: 447.552
Text: Group                          | x: N/A | y: 447.552
Text: Lesson                         | x: N/A | y: 447.552
Text: Fee                            | x: N/A | y: 447.552
Text: $                              | x: N/A | y: 447.552
Text: 425.00.                        | x: N/A | y: 447.552
Text: ___________________________________ | x: N/A | y: 457.052
Text: _________________________________________________________________________________________________________________________ | x: N/A | y: 457.052
Text: MUSC                           | x: N/A | y: 466.552
Text: 112                            | x: N/A | y: 466.552
Text: 001                            | x: N/A | y: 466.552
Text: 3862                           | x: N/A | y: 466.552
Text: GROUP                          | x: N/A | y: 466.552
Text: LESSONS                        | x: N/A | y: 466.552
Text: IN                             | x: N/A | y: 466.552
Text: STRINGS                        | x: N/A | y: 466.552
Text: Lecture                        | x: N/A | y: 466.552
Text: 1                              | x: N/A | y: 466.552
Text: A                              | x: N/A | y: 466.552
Text: (In                            | x: N/A | y: 476.052
Text: Person                         | x: N/A | y: 476.052
Text: On                             | x: N/A | y: 476.052
Text: Campus                         | x: N/A | y: 476.052
Text: Learners)                      | x: N/A | y: 476.052
Text: Bldg:                          | x: N/A | y: 485.552
Text: Kenan                          | x: N/A | y: 485.552
Text: Music                          | x: N/A | y: 485.552
Text: BuildinRgoom:                  | x: N/A | y: 485.552
Text: 3029                           | x: N/A | y: 485.552
Text: Days:                          | x: N/A | y: 485.552
Text: M                              | x: N/A | y: 485.552
Text: Time:                          | x: N/A | y: 485.552
Text: 16:40                          | x: N/A | y: 485.552
Text: -                              | x: N/A | y: 485.552
Text: 18:10                          | x: N/A | y: 485.552
Text: Classical                      | x: N/A | y: 485.552
Text: Guitar                         | x: N/A | y: 485.552
Text: INST                           | x: N/A | y: 495.052
Text: 100                            | x: N/A | y: 495.052
Text: Instructor:                    | x: N/A | y: 495.052
Text: Stewart,William                | x: N/A | y: 495.052
Text: J.                             | x: N/A | y: 495.052
Text: Class                          | x: N/A | y: 514.052
Text: Enrl                           | x: N/A | y: 514.052
Text: Cap:12                         | x: N/A | y: 514.052
Text: Class                          | x: N/A | y: 514.052
Text: Enrl                           | x: N/A | y: 514.052
Text: Tot:11                         | x: N/A | y: 514.052
Text: Class                          | x: N/A | y: 514.052
Text: Wait                           | x: N/A | y: 514.052
Text: Cap:999                        | x: N/A | y: 514.052
Text: Class                          | x: N/A | y: 514.052
Text: Wait                           | x: N/A | y: 514.052
Text: Tot:0                          | x: N/A | y: 514.052
Text: Class                          | x: N/A | y: 514.052
Text: Min                            | x: N/A | y: 514.052
Text: Enrl:0                         | x: N/A | y: 514.052
Text: GR1                            | x: N/A | y: 533.052
Text: Applied                        | x: N/A | y: 552.052
Text: Lessons                        | x: N/A | y: 552.052
Text: Group                          | x: N/A | y: 552.052
Text: Fee                            | x: N/A | y: 552.052
Text: $425.00                        | x: N/A | y: 552.052
Text: applies                        | x: N/A | y: 552.052
Text: to                             | x: N/A | y: 552.052
Text: this                           | x: N/A | y: 552.052
Text: course.                        | x: N/A | y: 552.052
Text: "Applied                       | x: N/A | y: 552.052
Text: music                          | x: N/A | y: 552.052
Text: lessons                        | x: N/A | y: 552.052
Text: incur                          | x: N/A | y: 552.052
Text: an                             | x: N/A | y: 552.052
Text: extra                          | x: N/A | y: 552.052
Text: fee.                           | x: N/A | y: 552.052
Text: This                           | x: N/A | y: 552.052
Text: fee                            | x: N/A | y: 552.052
Text: is                             | x: N/A | y: 552.052
Text: non-refundable                 | x: N/A | y: 552.052
Text: after                          | x: N/A | y: 552.052
Text: the                            | x: N/A | y: 552.052
Text: initial                        | x: N/A | y: 552.052
Text: lesson."                       | x: N/A | y: 552.052

--- Page 6 ---
Text: Report                         | x: N/A | y: 29.55200000000002
Text: ID:                            | x: N/A | y: 29.55200000000002
Text: SR201                          | x: N/A | y: 29.55200000000002
Text: UNC-Chapel                     | x: N/A | y: 27.940000000000055
Text: Hill                           | x: N/A | y: 27.940000000000055
Text: Page                           | x: N/A | y: 29.55200000000002
Text: No.                            | x: N/A | y: 29.55200000000002
Text: 2204                           | x: N/A | y: 29.55200000000002
Text: of                             | x: N/A | y: 29.55200000000002
Text: 2850                           | x: N/A | y: 29.55200000000002
Text: Semester                       | x: N/A | y: 46.940000000000055
Text: Section                        | x: N/A | y: 46.940000000000055
Text: Book                           | x: N/A | y: 46.940000000000055
Text: For                            | x: N/A | y: 46.940000000000055
Text: 2024                           | x: N/A | y: 46.940000000000055
Text: Spring                         | x: N/A | y: 46.940000000000055
Text: Run                            | x: N/A | y: 48.55200000000002
Text: Date:                          | x: N/A | y: 48.55200000000002
Text: 1                              | x: N/A | y: 48.55200000000002
Text: 1/13/2023                      | x: N/A | y: 48.55200000000002
Text: Run                            | x: N/A | y: 58.05200000000002
Text: Time:                          | x: N/A | y: 58.05200000000002
Text: 1                              | x: N/A | y: 58.05200000000002
Text: 2:20:13                        | x: N/A | y: 58.05200000000002
Text: School                         | x: N/A | y: 75.44000000000005
Text: of                             | x: N/A | y: 75.44000000000005
Text: Medicine                       | x: N/A | y: 75.44000000000005
Text: -                              | x: N/A | y: 75.44000000000005
Text: Toxicology                     | x: N/A | y: 75.44000000000005
Text: -                              | x: N/A | y: 75.44000000000005
Text: Subject:                       | x: N/A | y: 75.44000000000005
Text: TOXICOLOGY                     | x: N/A | y: 75.44000000000005
Text: __S_u_b_j_e_c_t____C_a_t_a_l_o_g_ | x: N/A | y: 105.55200000000002
Text: _N_b_r___S_e_c_t_i_o_n___C_l_a_s_s_ | x: N/A | y: 105.55200000000002
Text: _N_b_r____C_o_u_r_s_e_         | x: N/A | y: 105.55200000000002
Text: _T_i_t_l_e___________________C_o_m_p_o_n_e_n_t______________________U_n_i_t_s________T_o_p_i_c_s_________________________________ | x: N/A | y: 105.55200000000002
Text: TOXC                           | x: N/A | y: 115.05200000000002
Text: 702                            | x: N/A | y: 115.05200000000002
Text: 001                            | x: N/A | y: 115.05200000000002
Text: 7427                           | x: N/A | y: 115.05200000000002
Text: PRINC/PHARMACOL-TOX            | x: N/A | y: 115.05200000000002
Text: Lecture                        | x: N/A | y: 115.05200000000002
Text: 3                              | x: N/A | y: 115.05200000000002
Text: A                              | x: N/A | y: 115.05200000000002
Text: (In                            | x: N/A | y: 124.55200000000002
Text: Person                         | x: N/A | y: 124.55200000000002
Text: On                             | x: N/A | y: 124.55200000000002
Text: Campus                         | x: N/A | y: 124.55200000000002
Text: Learners)                      | x: N/A | y: 124.55200000000002
Text: Bldg:                          | x: N/A | y: 134.05200000000002
Text: TBA                            | x: N/A | y: 134.05200000000002
Text: Room:                          | x: N/A | y: 134.05200000000002
Text: TBA                            | x: N/A | y: 134.05200000000002
Text: Days:                          | x: N/A | y: 134.05200000000002
Text: TBA                            | x: N/A | y: 134.05200000000002
Text: Time:                          | x: N/A | y: 134.05200000000002
Text: TBA                            | x: N/A | y: 134.05200000000002
Text: INST                           | x: N/A | y: 143.55200000000002
Text: 100                            | x: N/A | y: 143.55200000000002
Text: Instructor:                    | x: N/A | y: 143.55200000000002
Text: Staff                          | x: N/A | y: 143.55200000000002
Text: Class                          | x: N/A | y: 162.55200000000002
Text: Enrl                           | x: N/A | y: 162.55200000000002
Text: Cap:5                          | x: N/A | y: 162.55200000000002
Text: Class                          | x: N/A | y: 162.55200000000002
Text: Enrl                           | x: N/A | y: 162.55200000000002
Text: Tot:1                          | x: N/A | y: 162.55200000000002
Text: Class                          | x: N/A | y: 162.55200000000002
Text: Wait                           | x: N/A | y: 162.55200000000002
Text: Cap:999                        | x: N/A | y: 162.55200000000002
Text: Class                          | x: N/A | y: 162.55200000000002
Text: Wait                           | x: N/A | y: 162.55200000000002
Text: Tot:0                          | x: N/A | y: 162.55200000000002
Text: Class                          | x: N/A | y: 162.55200000000002
Text: Min                            | x: N/A | y: 162.55200000000002
Text: Enrl:0                         | x: N/A | y: 162.55200000000002
Text: GR3                            | x: N/A | y: 181.55200000000002
Text: This                           | x: N/A | y: 200.55200000000002
Text: class                          | x: N/A | y: 200.55200000000002
Text: will                           | x: N/A | y: 200.55200000000002
Text: be                             | x: N/A | y: 200.55200000000002
Text: held                           | x: N/A | y: 200.55200000000002
Text: in                             | x: N/A | y: 200.55200000000002
Text: 4007                           | x: N/A | y: 200.55200000000002
Text: Genetic                        | x: N/A | y: 200.55200000000002
Text: Medicine                       | x: N/A | y: 200.55200000000002
Text: Building                       | x: N/A | y: 200.55200000000002
Text: _______________________________________________________ | x: N/A | y: 210.05200000000002
Text: _____________________________________________________________________________________________________ | x: N/A | y: 210.05200000000002
Text: TOXC                           | x: N/A | y: 219.55200000000002
Text: 707                            | x: N/A | y: 219.55200000000002
Text: 001                            | x: N/A | y: 219.55200000000002
Text: 7428                           | x: N/A | y: 219.55200000000002
Text: ADVANCED                       | x: N/A | y: 219.55200000000002
Text: TOXICOLOGY                     | x: N/A | y: 219.55200000000002
Text: Lecture                        | x: N/A | y: 219.55200000000002
Text: 3                              | x: N/A | y: 219.55200000000002
Text: A                              | x: N/A | y: 219.55200000000002
Text: (In                            | x: N/A | y: 229.05200000000002
Text: Person                         | x: N/A | y: 229.05200000000002
Text: On                             | x: N/A | y: 229.05200000000002
Text: Campus                         | x: N/A | y: 229.05200000000002
Text: Learners)                      | x: N/A | y: 229.05200000000002
Text: Bldg:                          | x: N/A | y: 238.55200000000002
Text: McGavran-Greenberg             | x: N/A | y: 238.55200000000002
Text: R(oom:                         | x: N/A | y: 238.55200000000002
Text: 1304                           | x: N/A | y: 238.55200000000002
Text: Days:                          | x: N/A | y: 238.55200000000002
Text: TuTh                           | x: N/A | y: 238.55200000000002
Text: Time:                          | x: N/A | y: 238.55200000000002
Text: 12:30                          | x: N/A | y: 238.55200000000002
Text: -                              | x: N/A | y: 238.55200000000002
Text: 13:45                          | x: N/A | y: 238.55200000000002
Text: INST                           | x: N/A | y: 248.05200000000002
Text: 100                            | x: N/A | y: 248.05200000000002
Text: Instructor:                    | x: N/A | y: 248.05200000000002
Text: LU,KUN                         | x: N/A | y: 248.05200000000002
Text: Class                          | x: N/A | y: 267.052
Text: Enrl                           | x: N/A | y: 267.052
Text: Cap:15                         | x: N/A | y: 267.052
Text: Class                          | x: N/A | y: 267.052
Text: Enrl                           | x: N/A | y: 267.052
Text: Tot:4                          | x: N/A | y: 267.052
Text: Class                          | x: N/A | y: 267.052
Text: Wait                           | x: N/A | y: 267.052
Text: Cap:999                        | x: N/A | y: 267.052
Text: Class                          | x: N/A | y: 267.052
Text: Wait                           | x: N/A | y: 267.052
Text: Tot:0                          | x: N/A | y: 267.052
Text: Class                          | x: N/A | y: 267.052
Text: Min                            | x: N/A | y: 267.052
Text: Enrl:0                         | x: N/A | y: 267.052
Text: GR3                            | x: N/A | y: 286.052
Text: Combined                       | x: N/A | y: 295.552
Text: Section                        | x: N/A | y: 295.552
Text: ID:                            | x: N/A | y: 295.552
Text: 0319(toxc707/envr707/phco707)  | x: N/A | y: 295.552
Text: -                              | x: N/A | y: 295.552
Text: ENVR                           | x: N/A | y: 295.552
Text: 707(#8362)                     | x: N/A | y: 295.552
Text: _________________________________________________________________________ | x: N/A | y: 305.052
Text: ___________________________________________________________________________________ | x: N/A | y: 305.052
Text: TOXC                           | x: N/A | y: 314.552
Text: 722                            | x: N/A | y: 314.552
Text: 001                            | x: N/A | y: 314.552
Text: 7429                           | x: N/A | y: 314.552
Text: TOXC                           | x: N/A | y: 314.552
Text: SEMNR                          | x: N/A | y: 314.552
Text: III                            | x: N/A | y: 314.552
Text: Lecture                        | x: N/A | y: 314.552
Text: 1                              | x: N/A | y: 314.552
Text: A                              | x: N/A | y: 314.552
Text: (In                            | x: N/A | y: 324.052
Text: Person                         | x: N/A | y: 324.052
Text: On                             | x: N/A | y: 324.052
Text: Campus                         | x: N/A | y: 324.052
Text: Learners)                      | x: N/A | y: 324.052
Text: Bldg:                          | x: N/A | y: 333.552
Text: McGavran-Greenberg             | x: N/A | y: 333.552
Text: R(oom:                         | x: N/A | y: 333.552
Text: 1301                           | x: N/A | y: 333.552
Text: Days:                          | x: N/A | y: 333.552
Text: M                              | x: N/A | y: 333.552
Text: Time:                          | x: N/A | y: 333.552
Text: 15:35                          | x: N/A | y: 333.552
Text: -                              | x: N/A | y: 333.552
Text: 16:35                          | x: N/A | y: 333.552
Text: INST                           | x: N/A | y: 343.052
Text: 100                            | x: N/A | y: 343.052
Text: Instructor:                    | x: N/A | y: 343.052
Text: JASPERS,ILONA                  | x: N/A | y: 343.052
Text: Class                          | x: N/A | y: 362.052
Text: Enrl                           | x: N/A | y: 362.052
Text: Cap:75                         | x: N/A | y: 362.052
Text: Class                          | x: N/A | y: 362.052
Text: Enrl                           | x: N/A | y: 362.052
Text: Tot:4                          | x: N/A | y: 362.052
Text: Class                          | x: N/A | y: 362.052
Text: Wait                           | x: N/A | y: 362.052
Text: Cap:999                        | x: N/A | y: 362.052
Text: Class                          | x: N/A | y: 362.052
Text: Wait                           | x: N/A | y: 362.052
Text: Tot:0                          | x: N/A | y: 362.052
Text: Class                          | x: N/A | y: 362.052
Text: Min                            | x: N/A | y: 362.052
Text: Enrl:0                         | x: N/A | y: 362.052
Text: GR3                            | x: N/A | y: 381.052
Text: Combined                       | x: N/A | y: 390.552
Text: Section                        | x: N/A | y: 390.552
Text: ID:                            | x: N/A | y: 390.552
Text: 0320(toxc722/envr722)          | x: N/A | y: 390.552
Text: -                              | x: N/A | y: 390.552
Text: ENVR                           | x: N/A | y: 390.552
Text: 722(#8361)                     | x: N/A | y: 390.552
Text: Class                          | x: N/A | y: 409.552
Text: will                           | x: N/A | y: 409.552
Text: be                             | x: N/A | y: 409.552
Text: held                           | x: N/A | y: 409.552
Text: in                             | x: N/A | y: 409.552
Text: 3116                           | x: N/A | y: 409.552
Text: Mary                           | x: N/A | y: 409.552
Text: Ellen                          | x: N/A | y: 409.552
Text: Jones                          | x: N/A | y: 409.552
Text: Building                       | x: N/A | y: 409.552
Text: ___________________________________________________ | x: N/A | y: 419.052
Text: _________________________________________________________________________________________________________ | x: N/A | y: 419.052
Text: TOXC                           | x: N/A | y: 428.552
Text: 792                            | x: N/A | y: 428.552
Text: 001                            | x: N/A | y: 428.552
Text: 7430                           | x: N/A | y: 428.552
Text: SEM                            | x: N/A | y: 428.552
Text: CARCINOGENESIS                 | x: N/A | y: 428.552
Text: Lecture                        | x: N/A | y: 428.552
Text: 2                              | x: N/A | y: 428.552
Text: A                              | x: N/A | y: 428.552
Text: (In                            | x: N/A | y: 438.052
Text: Person                         | x: N/A | y: 438.052
Text: On                             | x: N/A | y: 438.052
Text: Campus                         | x: N/A | y: 438.052
Text: Learners)                      | x: N/A | y: 438.052
Text: Bldg:                          | x: N/A | y: 447.552
Text: TBA                            | x: N/A | y: 447.552
Text: Room:                          | x: N/A | y: 447.552
Text: TBA                            | x: N/A | y: 447.552
Text: Days:                          | x: N/A | y: 447.552
Text: TBA                            | x: N/A | y: 447.552
Text: Time:                          | x: N/A | y: 447.552
Text: TBA                            | x: N/A | y: 447.552
Text: INST                           | x: N/A | y: 457.052
Text: 100                            | x: N/A | y: 457.052
Text: Instructor:                    | x: N/A | y: 457.052
Text: Staff                          | x: N/A | y: 457.052
Text: Class                          | x: N/A | y: 476.052
Text: Enrl                           | x: N/A | y: 476.052
Text: Cap:10                         | x: N/A | y: 476.052
Text: Class                          | x: N/A | y: 476.052
Text: Enrl                           | x: N/A | y: 476.052
Text: Tot:0                          | x: N/A | y: 476.052
Text: Class                          | x: N/A | y: 476.052
Text: Wait                           | x: N/A | y: 476.052
Text: Cap:999                        | x: N/A | y: 476.052
Text: Class                          | x: N/A | y: 476.052
Text: Wait                           | x: N/A | y: 476.052
Text: Tot:0                          | x: N/A | y: 476.052
Text: Class                          | x: N/A | y: 476.052
Text: Min                            | x: N/A | y: 476.052
Text: Enrl:0                         | x: N/A | y: 476.052
Text: GR3                            | x: N/A | y: 495.052
Text: _____________________________________________________________________________________________________________________________________ | x: N/A | y: 504.552
Text: _______________________        | x: N/A | y: 504.552

--- Page 7 ---
Text: Report                         | x: N/A | y: 29.55200000000002
Text: ID:                            | x: N/A | y: 29.55200000000002
Text: SR201                          | x: N/A | y: 29.55200000000002
Text: UNC-Chapel                     | x: N/A | y: 27.940000000000055
Text: Hill                           | x: N/A | y: 27.940000000000055
Text: Page                           | x: N/A | y: 29.55200000000002
Text: No.                            | x: N/A | y: 29.55200000000002
Text: 2317                           | x: N/A | y: 29.55200000000002
Text: of                             | x: N/A | y: 29.55200000000002
Text: 2850                           | x: N/A | y: 29.55200000000002
Text: Semester                       | x: N/A | y: 46.940000000000055
Text: Section                        | x: N/A | y: 46.940000000000055
Text: Book                           | x: N/A | y: 46.940000000000055
Text: For                            | x: N/A | y: 46.940000000000055
Text: 2024                           | x: N/A | y: 46.940000000000055
Text: Spring                         | x: N/A | y: 46.940000000000055
Text: Run                            | x: N/A | y: 48.55200000000002
Text: Date:                          | x: N/A | y: 48.55200000000002
Text: 1                              | x: N/A | y: 48.55200000000002
Text: 1/13/2023                      | x: N/A | y: 48.55200000000002
Text: Run                            | x: N/A | y: 58.05200000000002
Text: Time:                          | x: N/A | y: 58.05200000000002
Text: 1                              | x: N/A | y: 58.05200000000002
Text: 2:20:13                        | x: N/A | y: 58.05200000000002
Text: School                         | x: N/A | y: 75.44000000000005
Text: of                             | x: N/A | y: 75.44000000000005
Text: Pharmacy                       | x: N/A | y: 75.44000000000005
Text: -                              | x: N/A | y: 75.44000000000005
Text: Non-Departmental               | x: N/A | y: 75.44000000000005
Text: Pharmacy                       | x: N/A | y: 75.44000000000005
Text: -                              | x: N/A | y: 75.44000000000005
Text: Subject:                       | x: N/A | y: 75.44000000000005
Text: PHARMACY                       | x: N/A | y: 75.44000000000005
Text: (NON-DEPARTMENTAL)             | x: N/A | y: 75.44000000000005
Text: __S_u_b_j_e_c_t____C_a_t_a_l_o_g_ | x: N/A | y: 105.55200000000002
Text: _N_b_r___S_e_c_t_i_o_n___C_l_a_s_s_ | x: N/A | y: 105.55200000000002
Text: _N_b_r____C_o_u_r_s_e_         | x: N/A | y: 105.55200000000002
Text: _T_i_t_l_e___________________C_o_m_p_o_n_e_n_t______________________U_n_i_t_s________T_o_p_i_c_s_________________________________ | x: N/A | y: 105.55200000000002
Text: PHCY                           | x: N/A | y: 115.05200000000002
Text: 516                            | x: N/A | y: 115.05200000000002
Text: 002                            | x: N/A | y: 115.05200000000002
Text: 1448                           | x: N/A | y: 115.05200000000002
Text: FOUND                          | x: N/A | y: 115.05200000000002
Text: PATIENT                        | x: N/A | y: 115.05200000000002
Text: CARE                           | x: N/A | y: 115.05200000000002
Text: Lecture                        | x: N/A | y: 115.05200000000002
Text: 2                              | x: N/A | y: 115.05200000000002
Text: A                              | x: N/A | y: 115.05200000000002
Text: (In                            | x: N/A | y: 124.55200000000002
Text: Person                         | x: N/A | y: 124.55200000000002
Text: On                             | x: N/A | y: 124.55200000000002
Text: Campus                         | x: N/A | y: 124.55200000000002
Text: Learners)                      | x: N/A | y: 124.55200000000002
Text: Bldg:                          | x: N/A | y: 134.05200000000002
Text: Kerr                           | x: N/A | y: 134.05200000000002
Text: Hall                           | x: N/A | y: 134.05200000000002
Text: (PharmacyR)oom:                | x: N/A | y: 134.05200000000002
Text: 1001                           | x: N/A | y: 134.05200000000002
Text: Days:                          | x: N/A | y: 134.05200000000002
Text: W                              | x: N/A | y: 134.05200000000002
Text: Time:                          | x: N/A | y: 134.05200000000002
Text: 13:00                          | x: N/A | y: 134.05200000000002
Text: -                              | x: N/A | y: 134.05200000000002
Text: 15:50                          | x: N/A | y: 134.05200000000002
Text: INST                           | x: N/A | y: 143.55200000000002
Text: 100                            | x: N/A | y: 143.55200000000002
Text: Instructor:                    | x: N/A | y: 143.55200000000002
Text: Fuller,Kathryn                 | x: N/A | y: 143.55200000000002
Text: A.                             | x: N/A | y: 143.55200000000002
Text: Bldg:                          | x: N/A | y: 162.55200000000002
Text: TBA                            | x: N/A | y: 162.55200000000002
Text: Room:                          | x: N/A | y: 162.55200000000002
Text: TBA                            | x: N/A | y: 162.55200000000002
Text: Days:                          | x: N/A | y: 162.55200000000002
Text: M                              | x: N/A | y: 162.55200000000002
Text: Time:                          | x: N/A | y: 162.55200000000002
Text: 13:00                          | x: N/A | y: 162.55200000000002
Text: -                              | x: N/A | y: 162.55200000000002
Text: 13:50                          | x: N/A | y: 162.55200000000002
Text: Prelab                         | x: N/A | y: 162.55200000000002
Text: INST                           | x: N/A | y: 172.05200000000002
Text: 100                            | x: N/A | y: 172.05200000000002
Text: Instructor:                    | x: N/A | y: 172.05200000000002
Text: Fuller,Kathryn                 | x: N/A | y: 172.05200000000002
Text: A.                             | x: N/A | y: 172.05200000000002
Text: Class                          | x: N/A | y: 191.05200000000002
Text: Enrl                           | x: N/A | y: 191.05200000000002
Text: Cap:75                         | x: N/A | y: 191.05200000000002
Text: Class                          | x: N/A | y: 191.05200000000002
Text: Enrl                           | x: N/A | y: 191.05200000000002
Text: Tot:74                         | x: N/A | y: 191.05200000000002
Text: Class                          | x: N/A | y: 191.05200000000002
Text: Wait                           | x: N/A | y: 191.05200000000002
Text: Cap:999                        | x: N/A | y: 191.05200000000002
Text: Class                          | x: N/A | y: 191.05200000000002
Text: Wait                           | x: N/A | y: 191.05200000000002
Text: Tot:0                          | x: N/A | y: 191.05200000000002
Text: Class                          | x: N/A | y: 191.05200000000002
Text: Min                            | x: N/A | y: 191.05200000000002
Text: Enrl:0                         | x: N/A | y: 191.05200000000002
Text: GR6                            | x: N/A | y: 210.05200000000002
Text: Afternoon                      | x: N/A | y: 229.05200000000002
Text: lab                            | x: N/A | y: 229.05200000000002
Text: section                        | x: N/A | y: 229.05200000000002
Text: in                             | x: N/A | y: 229.05200000000002
Text: Chapel                         | x: N/A | y: 229.05200000000002
Text: Hill.                          | x: N/A | y: 229.05200000000002
Text: Note                           | x: N/A | y: 229.05200000000002
Text: that                           | x: N/A | y: 229.05200000000002
Text: prelab                         | x: N/A | y: 229.05200000000002
Text: is                             | x: N/A | y: 229.05200000000002
Text: Monday                         | x: N/A | y: 229.05200000000002
Text: from                           | x: N/A | y: 229.05200000000002
Text: 9:00-9:50.                     | x: N/A | y: 229.05200000000002
Text: See                            | x: N/A | y: 229.05200000000002
Text: course                         | x: N/A | y: 229.05200000000002
Text: schedule.                      | x: N/A | y: 229.05200000000002
Text: _______________________________________________________________________________________________ | x: N/A | y: 238.55200000000002
Text: _____________________________________________________________ | x: N/A | y: 238.55200000000002
Text: PHCY                           | x: N/A | y: 248.05200000000002
Text: 519                            | x: N/A | y: 248.05200000000002
Text: 001                            | x: N/A | y: 248.05200000000002
Text: 1437                           | x: N/A | y: 248.05200000000002
Text: SELF-CARE                      | x: N/A | y: 248.05200000000002
Text: &                              | x: N/A | y: 248.05200000000002
Text: NONPRESCRIPT                   | x: N/A | y: 248.05200000000002
